item_id,gkc_aspect_perfect,gkc_aspect_progressive,gkc_be_passive,gkc_finite_past,gkc_finite_present,gkc_imperative,gkc_modal_can,gkc_modal_could,gkc_modal_may,gkc_modal_might,gkc_modal_must,gkc_modal_shall,gkc_modal_should,gkc_modal_will,gkc_modal_would,gkc_negation,gkc_non_subject_wh_question,gkc_polar_question
v1full070_gc_d14f05acb53845b9_item_01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
v1full070_gc_d14f05acb53845b9_item_02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
v1full070_gc_d14f05acb53845b9_item_03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
v1full070_gc_d14f05acb53845b9_item_04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
v1full070_gc_d15de8b5658bd6a5_item_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_d15de8b5658bd6a5_item_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_d15de8b5658bd6a5_item_03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_d15de8b5658bd6a5_item_04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_d2c20fe6a8269c51_item_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_d2c20fe6a8269c51_item_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_d2c20fe6a8269c51_item_03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_d2c20fe6a8269c51_item_04,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_db71873bec316091_item_01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
v1full070_gc_db71873bec316091_item_02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
v1full070_gc_db71873bec316091_item_03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
v1full070_gc_db71873bec316091_item_04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
v1full070_gc_dfd385cd88abc20f_item_01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_dfd385cd88abc20f_item_02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_dfd385cd88abc20f_item_03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_dfd385cd88abc20f_item_04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_e5bdd8211eed997b_item_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_e5bdd8211eed997b_item_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_e5bdd8211eed997b_item_03,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_e5bdd8211eed997b_item_04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_e730dbce7b036961_item_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_e730dbce7b036961_item_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_e730dbce7b036961_item_03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_e730dbce7b036961_item_04,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_e7fef77abc10b5ba_item_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
v1full070_gc_e7fef77abc10b5ba_item_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
v1full070_gc_e7fef77abc10b5ba_item_03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
v1full070_gc_e7fef77abc10b5ba_item_04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
v1full070_gc_edcc8d38860ff41d_item_01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
v1full070_gc_edcc8d38860ff41d_item_02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
v1full070_gc_edcc8d38860ff41d_item_03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
v1full070_gc_edcc8d38860ff41d_item_04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
v1full070_gc_f6431bc7f8a16c1b_item_01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_f6431bc7f8a16c1b_item_02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_f6431bc7f8a16c1b_item_03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_f6431bc7f8a16c1b_item_04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_f86ecd83135f0b52_item_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
v1full070_gc_f86ecd83135f0b52_item_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
v1full070_gc_f86ecd83135f0b52_item_03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
v1full070_gc_f86ecd83135f0b52_item_04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
v1full070_gc_fac1ce90011b677c_item_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_fac1ce90011b677c_item_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_fac1ce90011b677c_item_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_fac1ce90011b677c_item_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_fb92e9307e236d8c_item_01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_fb92e9307e236d8c_item_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_fb92e9307e236d8c_item_03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_fb92e9307e236d8c_item_04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_fcb801c76c95c7bf_item_01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_fcb801c76c95c7bf_item_02,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_fcb801c76c95c7bf_item_03,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_fcb801c76c95c7bf_item_04,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_ffa50061bcce266c_item_01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_ffa50061bcce266c_item_02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_ffa50061bcce266c_item_03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_ffa50061bcce266c_item_04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
